SENSORNAME,VIIRS
PIXELMETERS,500
BAND,BLUE
WAVE,RSR
644.5,0.94697219
645.3,0.93623401
646.1,0.92570186
646.9,0.91575411
647.7,0.91134889
648.5,0.90746528
649.3,0.903678
650.1,0.90045268
650.9,0.89887546
651.7,0.91053963
652.5,0.92325815
653.3,0.93612024
654.1,0.94872704
654.9,0.96061499
655.7,0.9660958
656.5,0.97091786
657.3,0.9756101
658.1,0.97983768
658.9,0.98274588
659.7,0.97715897
660.5,0.97107745
661.3,0.96492884
662.1,0.95884981
662.9,0.95295707
663.7,0.94838087
664.5,0.94395065
665.3,0.93955455
666.1,0.93529524
666.9,0.93138777
667.7,0.92827084
668.5,0.9250622
669.3,0.92182742
670.1,0.91866056
670.9,0.91571506
671.7,0.91465906
672.5,0.91363465
673.3,0.91259229
674.1,0.90855611
674.9,0.89573308
675.7,0.81431302
676.5,0.72744774
677.3,0.63986132
678.1,0.55254707
678.9,0.46557737
679.7,0.38178596
680.5,0.29878325
681.3,0.2161341
682.1,0.1361609
682.9,0.063733052
683.7,0.048285978
684.5,0.037368928
685.3,0.027172298
686.1,0.017326344
686.9,0.008465299
687.7,0.006649177
688.5,0.005366088
689.3,0.004165037
690.1,0.003001843
690.9,0.001945039
691.7,0.001642078
692.5,0.001383465
693.3,0.001130766
694.1,0.000885177
694.9,0.000659098
695.7,0.000575609
696.5,0.000508893
697.3,0.000445398
698.1,0.000382138
698.9,0.000318927
699.7,0.000255857
700.5,0.000197556
701.3,0.00016123
702.1,0.000147268
702.9,0.000134354
703.7,0.000121377
BAND,NIR
WAVE,RSR
821.9,0.003113056
822.6,0.00337534
823.3,0.003788512
824,0.004303978
824.7,0.004818305
825.4,0.005331599
826.1,0.006065008
826.8,0.007203973
827.5,0.008362744
828.2,0.009519085
828.9,0.010922419
829.6,0.013532041
830.3,0.016355635
831,0.019173565
831.7,0.022076854
832.4,0.028273042
833.1,0.035820553
833.8,0.043353131
834.5,0.050870395
835.2,0.064015482
835.9,0.083779299
836.6,0.10359745
837.3,0.12337615
838,0.14991127
838.7,0.19554646
839.4,0.24303519
840.1,0.29043399
840.8,0.34012805
841.5,0.4112917
842.2,0.48689232
842.9,0.56236274
843.6,0.63770319
844.3,0.70535624
845,0.76625362
845.7,0.82704521
846.4,0.8877329
847.1,0.93258946
847.8,0.95092881
848.5,0.96800166
849.2,0.98504427
849.9,0.99894621
850.6,1
851.3,0.99945732
852,0.99891509
852.7,0.99833681
853.4,0.99674385
854.1,0.99506299
854.8,0.99338334
855.5,0.99170649
856.2,0.9899838
856.9,0.98819116
857.6,0.98640135
858.3,0.9846147
859,0.98276651
859.7,0.98056317
860.4,0.97835487
861.1,0.97620846
861.8,0.97419449
862.5,0.97333357
863.2,0.97263755
863.9,0.97194162
864.6,0.9712466
865.3,0.97089458
866,0.9705299
866.7,0.97016513
867.4,0.96980003
868.1,0.96953263
868.8,0.969321
869.5,0.96911915
870.2,0.96891699
870.9,0.96743433
871.6,0.95970583
872.3,0.95081292
873,0.94193259
873.7,0.9326436
874.4,0.90848884
875.1,0.87878027
875.8,0.84911365
876.5,0.81948891
877.2,0.77751502
877.9,0.72270531
878.6,0.66782296
879.3,0.61301776
880,0.55700645
880.7,0.49883559
881.4,0.44070061
882.1,0.38263012
882.8,0.32607808
883.5,0.2838516
884.2,0.24521926
884.9,0.20662995
885.6,0.16808344
886.3,0.14176566
887,0.12283568
887.7,0.10392743
888.4,0.0850402
889.1,0.06991688
889.8,0.060917581
890.5,0.052207427
891.2,0.043506912
891.9,0.035581886
892.6,0.031008793
893.3,0.026939003
894,0.022873714
894.7,0.01885844
895.4,0.016382944
896.1,0.014435849
896.8,0.012491003
897.5,0.010548308
898.2,0.009084964
898.9,0.008118225
899.6,0.007158473
900.3,0.006200305
901,0.005360751
901.7,0.004826333
902.4,0.004319492
903.1,0.003813145
BAND,SWIR1
WAVE,RSR
1350,8.89279E-08
1351,8.89879E-08
1352,1.78096E-07
1353,1.78216E-07
1354,1.78336E-07
1355,2.67684E-07
1356,2.67865E-07
1357,2.68045E-07
1358,3.57635E-07
1359,3.57876E-07
1360,4.47646E-07
1361,4.47914E-07
1362,4.48182E-07
1363,5.38139E-07
1364,5.38461E-07
1365,6.2858E-07
1366,7.18806E-07
1367,7.19236E-07
1368,8.09624E-07
1369,8.10107E-07
1370,9.00657E-07
1371,9.9131E-07
1372,9.91898E-07
1373,1.08271E-06
1374,1.17363E-06
1375,1.17433E-06
1376,1.26541E-06
1377,1.3566E-06
1378,1.4479E-06
1379,1.44876E-06
1380,1.54021E-06
1381,1.63178E-06
1382,1.72346E-06
1383,1.72448E-06
1384,1.81632E-06
1385,1.90826E-06
1386,2.00032E-06
1387,2.18346E-06
1388,2.36681E-06
1389,2.55039E-06
1390,2.73418E-06
1391,3.0094E-06
1392,3.19372E-06
1393,3.46955E-06
1394,3.65436E-06
1395,3.83939E-06
1396,4.11611E-06
1397,4.30164E-06
1398,4.57897E-06
1399,4.94827E-06
1400,5.4097E-06
1401,5.96313E-06
1402,6.51716E-06
1403,6.97996E-06
1404,7.53517E-06
1405,8.09098E-06
1406,8.55541E-06
1407,9.1124E-06
1408,9.66999E-06
1409,1.01361E-05
1410,1.06948E-05
1411,1.11619E-05
1412,1.15372E-05
1413,1.20052E-05
1414,1.23814E-05
1415,1.2758E-05
1416,1.31349E-05
1417,1.35123E-05
1418,1.38901E-05
1419,1.42683E-05
1420,1.46469E-05
1421,1.50259E-05
1422,1.54981E-05
1423,1.5878E-05
1424,1.63512E-05
1425,1.68249E-05
1426,1.72992E-05
1427,1.77739E-05
1428,1.82491E-05
1429,1.87249E-05
1430,1.92012E-05
1431,1.96782E-05
1432,2.01557E-05
1433,2.07271E-05
1434,2.12057E-05
1435,2.17784E-05
1436,2.23516E-05
1437,2.30191E-05
1438,2.37809E-05
1439,2.44498E-05
1440,2.51196E-05
1441,2.5788E-05
1442,2.64571E-05
1443,2.72208E-05
1444,2.78912E-05
1445,2.85623E-05
1446,2.9328E-05
1447,3.02825E-05
1448,3.14261E-05
1449,3.25708E-05
1450,3.38108E-05
1451,3.49575E-05
1452,3.61996E-05
1453,3.73486E-05
1454,3.8593E-05
1455,3.97442E-05
1456,4.09909E-05
1457,4.21443E-05
1458,4.34878E-05
1459,4.50218E-05
1460,4.68411E-05
1461,4.88515E-05
1462,5.08638E-05
1463,5.2878E-05
1464,5.47993E-05
1465,5.68172E-05
1466,5.88371E-05
1467,6.08588E-05
1468,6.28825E-05
1469,6.4813E-05
1470,6.72208E-05
1471,7.0297E-05
1472,7.40424E-05
1473,7.81722E-05
1474,8.23059E-05
1475,8.64436E-05
1476,9.06806E-05
1477,9.48263E-05
1478,9.89759E-05
1479,0.000103225
1480,0.000107383
1481,0.000111536
1482,0.000116457
1483,0.000123008
1484,0.000130809
1485,0.000139573
1486,0.000148535
1487,0.000157409
1488,0.000166386
1489,0.000175275
1490,0.00018417
1491,0.000193169
1492,0.000202079
1493,0.000210996
1494,0.000222129
1495,0.000238174
1496,0.00025827
1497,0.000281365
1498,0.00030467
1499,0.000327994
1500,0.000351337
1501,0.000374698
1502,0.000397982
1503,0.000421381
1504,0.000444799
1505,0.000468236
1506,0.000494491
1507,0.000528108
1508,0.000566969
1509,0.000610211
1510,0.000653875
1511,0.000697477
1512,0.000741114
1513,0.000784786
1514,0.00082859
1515,0.000872332
1516,0.000919309
1517,0.000974274
1518,0.001042769
1519,0.001128787
1520,0.001218661
1521,0.001317865
1522,0.0014321
1523,0.001553511
1524,0.001690563
1525,0.00184444
1526,0.002008446
1527,0.002198457
1528,0.002397852
1529,0.002629722
1530,0.002887769
1531,0.003172021
1532,0.003494401
1533,0.003851046
1534,0.004244823
1535,0.004696658
1536,0.00519265
1537,0.005750133
1538,0.006368195
1539,0.007065569
1540,0.007858665
1541,0.008765134
1542,0.009788669
1543,0.010961081
1544,0.012316475
1545,0.013886448
1546,0.015677463
1547,0.017736553
1548,0.020151876
1549,0.02294238
1550,0.026205984
1551,0.030022133
1552,0.034521149
1553,0.03968068
1554,0.04570832
1555,0.052766042
1556,0.060974066
1557,0.070397427
1558,0.081262953
1559,0.094134475
1560,0.10891419
1561,0.12602619
1562,0.1457409
1563,0.1683329
1564,0.19437466
1565,0.22417775
1566,0.25832447
1567,0.29614682
1568,0.3376606
1569,0.38299664
1570,0.43170625
1571,0.48145245
1572,0.5315784
1573,0.58071984
1574,0.62881712
1575,0.67386832
1576,0.7157788
1577,0.75410924
1578,0.78786823
1579,0.81605317
1580,0.83891588
1581,0.8559099
1582,0.86868737
1583,0.87749405
1584,0.88181621
1585,0.88263364
1586,0.88066935
1587,0.87499262
1588,0.86577865
1589,0.85505665
1590,0.84580438
1591,0.83825481
1592,0.83387473
1593,0.83182653
1594,0.83336032
1595,0.8374658
1596,0.8425159
1597,0.84882168
1598,0.85568047
1599,0.86530626
1600,0.87311757
1601,0.88169255
1602,0.89059495
1603,0.89943824
1604,0.90824497
1605,0.91614784
1606,0.9230144
1607,0.93031254
1608,0.93584546
1609,0.94285391
1610,0.94950913
1611,0.95657744
1612,0.96567066
1613,0.97382903
1614,0.98176796
1615,0.98839017
1616,0.99424951
1617,0.99826382
1618,1
1619,0.99839133
1620,0.99036142
1621,0.97579101
1622,0.95415012
1623,0.92443462
1624,0.88810044
1625,0.8435397
1626,0.7909446
1627,0.73412187
1628,0.6744179
1629,0.61253612
1630,0.55017122
1631,0.48898159
1632,0.43215193
1633,0.38025273
1634,0.33330058
1635,0.29134059
1636,0.25398482
1637,0.22076427
1638,0.19165236
1639,0.16628899
1640,0.14436482
1641,0.12564918
1642,0.10942536
1643,0.095298965
1644,0.08300221
1645,0.072619343
1646,0.063752089
1647,0.056160038
1648,0.049664491
1649,0.044021747
1650,0.039213217
1651,0.035017204
1652,0.031420946
1653,0.028267779
1654,0.025505903
1655,0.023064522
1656,0.020920246
1657,0.019013593
1658,0.017360702
1659,0.015873514
1660,0.014566595
1661,0.013404106
1662,0.012334124
1663,0.011417552
1664,0.010554407
1665,0.009774
1666,0.009047957
1667,0.008400018
1668,0.007808701
1669,0.007264196
1670,0.006755559
1671,0.006282825
1672,0.005864562
1673,0.005479534
1674,0.00512207
1675,0.004802183
1676,0.004509513
1677,0.00424429
1678,0.003991952
1679,0.003761083
1680,0.003529247
1681,0.003324747
1682,0.003132176
1683,0.00296248
1684,0.002806991
1685,0.002654781
1686,0.002512912
1687,0.002371366
1688,0.002239558
1689,0.002119034
1690,0.002001099
1691,0.001896808
1692,0.001808848
1693,0.001719196
1694,0.001631336
1695,0.001550295
1696,0.001471052
1697,0.001399149
1698,0.001331823
1699,0.001263943
1700,0.001199925
1701,0.001143061
1702,0.001087395
1703,0.001033033
1704,0.000972778
1705,0.00091259
1706,0.000858848
1707,0.000813718
1708,0.000771444
1709,0.000728939
1710,0.000690323
1711,0.000661266
1712,0.000636211
1713,0.000614234
1714,0.000592348
1715,0.000570448
1716,0.000548432
1717,0.000526506
1718,0.000504567
1719,0.000482512
1720,0.000460546
1721,0.000438568
1722,0.000418438
1723,0.000403155
1724,0.000390656
1725,0.000380115
1726,0.000369672
1727,0.000359222
1728,0.000348766
1729,0.000338303
1730,0.000327835
1731,0.000317362
1732,0.000306882
1733,0.000296397
1734,0.000286734
1735,0.000278623
1736,0.000271856
1737,0.000265915
1738,0.000260075
1739,0.000254128
1740,0.00024828
1741,0.000242319
1742,0.000236459
1743,0.000230491
1744,0.000224624
1745,0.00021865
1746,0.000212985
1747,0.000207837
1748,0.000203104
1749,0.000198575
1750,0.000194045
1751,0.000189615
1752,0.000185078
1753,0.000180539
1754,0.000175998
1755,0.000171558
1756,0.000167012
1757,0.000162463
1758,0.00015812
1759,0.000154298
1760,0.000150891
1761,0.000147793
1762,0.000144588
1763,0.000141486
1764,0.000138383
1765,0.000135278
1766,0.000132172
1767,0.000128959
1768,0.00012585
1769,0.000122739
1770,0.000119731
1771,0.000117036
1772,0.000114654
1773,0.000112376
1774,0.000110202
1775,0.000107921
1776,0.000105745
1777,0.000103462
1778,0.000101283
1779,9.89986E-05
1780,9.68177E-05
1781,9.45306E-05
1782,9.23475E-05
1783,9.03735E-05
1784,8.85037E-05
1785,8.6738E-05
1786,8.49715E-05
1787,8.30989E-05
1788,8.13306E-05
1789,7.95615E-05
1790,7.77914E-05
1791,7.59152E-05
1792,7.41434E-05
1793,7.23708E-05
1794,7.05972E-05
1795,6.9139E-05
1796,6.768E-05
1797,6.63258E-05
1798,6.49709E-05
1799,6.37208E-05
1800,6.23646E-05
1801,6.10078E-05
1802,5.97558E-05
1803,5.83976E-05
1804,5.70388E-05
1805,5.56792E-05
1806,5.44247E-05
1807,5.32753E-05
1808,5.2231E-05
1809,5.1292E-05
1810,5.02468E-05
1811,4.93068E-05
1812,4.82605E-05
1813,4.73196E-05
1814,4.63782E-05
1815,4.53304E-05
1816,4.43881E-05
1817,4.33393E-05
1818,4.2396E-05
1819,4.15583E-05
1820,4.07201E-05
1821,3.99866E-05
1822,3.92528E-05
1823,3.86247E-05
1824,3.78902E-05
1825,3.71554E-05
1826,3.64203E-05
1827,3.56849E-05
1828,3.50553E-05
1829,3.43193E-05
1830,3.35829E-05
1831,3.28461E-05
1832,3.20028E-05
1833,3.1159E-05
1834,3.03149E-05
1835,2.93641E-05
1836,2.85192E-05
1837,2.76739E-05
1838,2.68283E-05
1839,2.58758E-05
1840,2.50294E-05
1841,2.41821E-05
1842,2.34409E-05
1843,2.2806E-05
1844,2.22775E-05
1845,2.17487E-05
1846,2.13264E-05
1847,2.07973E-05
1848,2.03746E-05
1849,1.98451E-05
1850,1.94221E-05
1851,1.88922E-05
1852,1.84688E-05
1853,1.79385E-05
1854,1.75148E-05
1855,1.71978E-05
1856,1.69874E-05
1857,1.6777E-05
1858,1.65665E-05
1859,1.63559E-05
1860,1.61452E-05
1861,1.59345E-05
1862,1.57236E-05
1863,1.55127E-05
1864,1.54087E-05
1865,1.51976E-05
1866,1.49865E-05
1867,1.47753E-05
1868,1.4671E-05
1869,1.45668E-05
1870,1.45696E-05
1871,1.44653E-05
1872,1.44681E-05
1873,1.44709E-05
1874,1.43665E-05
1875,1.43692E-05
1876,1.42648E-05
1877,1.42675E-05
1878,1.4163E-05
1879,1.40584E-05
1880,1.39538E-05
1881,1.37418E-05
1882,1.35297E-05
1883,1.34249E-05
1884,1.32127E-05
1885,1.30004E-05
1886,1.28954E-05
1887,1.2683E-05
1888,1.24704E-05
1889,1.23653E-05
1890,1.21526E-05
1891,1.20474E-05
1892,1.18345E-05
1893,1.15139E-05
1894,1.13008E-05
1895,1.098E-05
1896,1.07667E-05
1897,1.04457E-05
1898,1.02323E-05
1899,9.911E-06
1900,9.69738E-06
1901,9.48343E-06
1902,9.16163E-06
1903,9.05532E-06
1904,8.94898E-06
1905,8.95044E-06
1906,8.9519E-06
1907,8.84549E-06
1908,8.84694E-06
1909,8.74047E-06
1910,8.7419E-06
1911,8.74337E-06
1912,8.63688E-06
1913,8.63834E-06
1914,8.63979E-06
1915,8.64124E-06
1916,8.75073E-06
1917,8.86025E-06
1918,8.96982E-06
1919,9.07941E-06
1920,9.18905E-06
1921,9.40684E-06
1922,9.51657E-06
1923,9.62633E-06
1924,9.73613E-06
1925,9.84597E-06
1926,9.95584E-06
1927,1.00657E-05
1928,1.00674E-05
1929,1.01774E-05
1930,1.02874E-05
1931,1.03974E-05
1932,1.05075E-05
1933,1.06176E-05
1934,1.07278E-05
1935,1.0838E-05
1936,1.09482E-05
1937,1.10584E-05
1938,1.11687E-05
1939,1.12791E-05
1940,1.1281E-05
1941,1.13914E-05
1942,1.15018E-05
1943,1.15037E-05
1944,1.16142E-05
1945,1.17247E-05
1946,1.17267E-05
1947,1.18373E-05
1948,1.19479E-05
1949,1.20585E-05
1950,1.20605E-05
1951,1.21712E-05
1952,1.2282E-05
1953,1.22841E-05
1954,1.22861E-05
1955,1.23969E-05
1956,1.2399E-05
1957,1.24011E-05
1958,1.24032E-05
1959,1.25141E-05
1960,1.25162E-05
1961,1.25177E-05
1962,1.2628E-05
1963,1.27384E-05
1964,1.27398E-05
1965,1.28502E-05
1966,1.29607E-05
1967,1.29622E-05
1968,1.30726E-05
1969,1.30742E-05
1970,1.31847E-05
1971,1.32951E-05
1972,1.32966E-05
1973,1.34071E-05
1974,1.35176E-05
1975,1.36282E-05
1976,1.39568E-05
1977,1.41765E-05
1978,1.45052E-05
1979,1.4725E-05
1980,1.50539E-05
1981,1.53833E-05
1982,1.56037E-05
1983,1.59332E-05
1984,1.61537E-05
1985,1.64834E-05
1986,1.68132E-05
1987,1.72523E-05
1988,1.78007E-05
1989,1.85677E-05
1990,1.92257E-05
1991,1.98839E-05
1992,2.05424E-05
1993,2.1201E-05
1994,2.18598E-05
1995,2.26282E-05
1996,2.32874E-05
1997,2.39468E-05
1998,2.47157E-05
1999,2.54849E-05
2000,2.64731E-05
2001,2.74608E-05
2002,2.85582E-05
2003,2.95464E-05
2004,3.06443E-05
2005,3.16331E-05
2006,3.27315E-05
2007,3.37206E-05
2008,3.48195E-05
2009,3.59187E-05
2010,3.67991E-05
2011,3.74606E-05
2012,3.80127E-05
2013,3.83459E-05
2014,3.86791E-05
2015,3.91219E-05
2016,3.94553E-05
2017,3.97888E-05
2018,4.01223E-05
2019,4.04559E-05
2020,4.08993E-05
2021,4.1232E-05
2022,4.15648E-05
2023,4.16783E-05
2024,4.16821E-05
2025,4.15762E-05
2026,4.14703E-05
2027,4.13644E-05
2028,4.11487E-05
2029,4.10427E-05
2030,4.09368E-05
2031,4.08307E-05
2032,4.07247E-05
2033,4.06187E-05
2034,4.05126E-05
2035,4.04065E-05
2036,4.04102E-05
2037,4.04139E-05
2038,4.04176E-05
2039,4.04213E-05
2040,4.0425E-05
2041,4.04287E-05
2042,4.04324E-05
2043,4.03263E-05
2044,4.033E-05
2045,4.03337E-05
2046,4.04473E-05
2047,4.05609E-05
2048,4.07845E-05
2049,4.10081E-05
2050,4.13417E-05
2051,4.16752E-05
2052,4.18987E-05
2053,4.22323E-05
2054,4.25659E-05
2055,4.27896E-05
2056,4.31233E-05
2057,4.34571E-05
2058,4.3791E-05
2059,4.41249E-05
2060,4.45689E-05
2061,4.5013E-05
2062,4.54571E-05
2063,4.59014E-05
2064,4.64558E-05
2065,4.69002E-05
2066,4.73447E-05
2067,4.77892E-05
2068,4.82338E-05
2069,4.86785E-05
2070,4.92335E-05
2071,4.97887E-05
2072,5.04543E-05
2073,5.11199E-05
2074,5.18959E-05
2075,5.25618E-05
2076,5.3338E-05
2077,5.40042E-05
2078,5.46705E-05
2079,5.54471E-05
2080,5.61137E-05
2081,5.67789E-05
2082,5.75544E-05
2083,5.84404E-05
2084,5.93264E-05
2085,6.04331E-05
2086,6.14297E-05
2087,6.24264E-05
2088,6.35335E-05
2089,6.45305E-05
2090,6.55276E-05
2091,6.66352E-05
2092,6.76326E-05
2093,6.86301E-05
2094,6.98484E-05
2095,7.1398E-05
2096,7.30581E-05
2097,7.49391E-05
2098,7.68204E-05
2099,7.8702E-05
2100,8.06942E-05
2101,8.25763E-05
2102,8.44586E-05
2103,8.63412E-05
2104,8.8224E-05
2105,9.0107E-05
2106,9.22112E-05
2107,9.44261E-05
2108,9.68622E-05
2109,9.92986E-05
2110,0.000101846
2111,0.000104283
2112,0.00010672
2113,0.000109268
2114,0.000111706
2115,0.000114145
2116,0.000116694
2117,0.000119133
2118,0.000121462
2119,0.000123349
2120,0.000125015
2121,0.000126346
2122,0.000127789
2123,0.000129231
2124,0.000130563
2125,0.000132005
2126,0.000133448
2127,0.000134891
2128,0.000136223
2129,0.000137666
2130,0.000138777
2131,0.000139225
2132,0.00013912
2133,0.000138573
2134,0.000138136
2135,0.000137589
2136,0.000137041
2137,0.000136605
2138,0.000136057
2139,0.000135509
2140,0.000134962
2141,0.000134525
2142,0.000133645
2143,0.000132323
2144,0.000130558
2145,0.000128572
2146,0.000126585
2147,0.000124599
2148,0.000122612
2149,0.000120625
2150,0.000118638
2151,0.00011665
2152,0.000114663
2153,0.000112675
2154,0.000110577
2155,0.000108478
2156,0.000106379
2157,0.000104059
2158,0.000101849
2159,9.9528E-05
2160,9.72071E-05
2161,9.49942E-05
2162,9.26706E-05
2163,9.04576E-05
2164,8.81338E-05
2165,8.59207E-05
2166,8.37075E-05
2167,8.18264E-05
2168,8.01667E-05
2169,7.86177E-05
2170,7.70686E-05
2171,7.55196E-05
2172,7.39704E-05
2173,7.24212E-05
2174,7.0872E-05
2175,6.93227E-05
2176,6.77734E-05
2177,6.6224E-05
2178,6.47853E-05
2179,6.35681E-05
2180,6.25723E-05
2181,6.16872E-05
2182,6.06914E-05
2183,5.98063E-05
2184,5.89212E-05
2185,0.000058036
2186,5.71508E-05
2187,5.62656E-05
2188,5.53804E-05
2189,5.44951E-05
2190,5.36098E-05
2191,5.27245E-05
2192,5.20607E-05
2193,5.15076E-05
2194,5.08437E-05
2195,5.02906E-05
2196,4.96268E-05
2197,4.90736E-05
2198,4.85205E-05
2199,4.78565E-05
2200,4.73033E-05
2201,4.67489E-05
2202,4.5973E-05
2203,4.50863E-05
2204,4.44212E-05
2205,4.40884E-05
2206,4.37556E-05
2207,4.34228E-05
2208,4.309E-05
2209,4.27573E-05
2210,4.24245E-05
2211,4.20918E-05
2212,4.18698E-05
2213,4.18693E-05
2214,4.17581E-05
2215,4.17577E-05
2216,4.20895E-05
